TFF Match ID,Tarih,Organizasyon,Hakem ID,Hakem,AR1 ID,AR1,AR2 ID,AR2,Dort ID,Dorduncu Hakem,Stad ID,Stad,Ev,Ev ID,Deplasman,Deplasman ID,Ev skor,Deplasman skor
"91,2006-08-21 20:00:00,Türk Telekom Lig A (Profesyonel Takım),18913,KORAY GENÇERLER,18487,İBRAHİM ALBAYRAK,20343,TUNAHAN ERTEM,18656,HAKAN CEYLAN,126,İSMETPAŞA,132,KOCAELİSPOR,3672,GAZİANTEP B.Ş. BLD.SPOR,1,0"
"92,2006-08-19 18:00:00,Lig B Kademe (Profesyonel Takım),20102,ERDOĞAN ÖZKAYA,20441,HALİL KURT,20454,BARIŞ BAKAY,18632,BURAK ÖZCAN,111,İZMİR ALSANCAK,107,İZMİRSPOR,51,ALANYASPOR,2,2"
"93,2006-08-20 18:00:00,Lig B Kademe (Profesyonel Takım),19829,UTKU YÜKSELBABA,19773,MURAT EVREN KAZAN,20359,KADİR TANIYAN,20058,ÖMER KÜRŞAD TÜFEKÇİ,46,İNEGÖL İLÇE,131,İNEGÖLSPOR,5,ETİMESGUT ŞEKERSPOR A.Ş.,2,4"
"94,2006-08-20 18:00:00,Lig B Kademe (Profesyonel Takım),18862,HACI MEHMET ŞİMŞEK,20545,TUNA AYRAN,20600,OSMAN SUSAMIŞ,19528,HADİ DEDEOĞLU,90,KÜÇÜKKÖY,3659,KÜÇÜKKÖYSPOR,3922,OYAK RENAULTSPOR,1,0"
"95,2006-08-20 18:00:00,Lig B Kademe (Profesyonel Takım),19168,DENİZ OSAYER,20471,VOLKAN TÜREDİ,20598,RECAİ İPTEŞ,20118,BEKİR CAN TAHİROĞLU,95,MİMAR YAHYA BAŞ,3618,GÜNGÖREN BELEDİYESPOR,137,DARDANELSPOR A.Ş.,1,1"
"96,2006-08-20 18:00:00,Lig B Kademe (Profesyonel Takım),18423,AKAY KÜÇÜK,19553,CUMHUR ALTAY,19777,EMRAH ÇELİKDERE,19928,ÖZGÜR SEPİN,102,VEFA,3611,F.KARAGÜMRÜK,3589,YALOVASPOR,1,0"
"97,2006-08-20 18:00:00,Lig B Kademe (Profesyonel Takım),20256,HAKAN AKMISIR,18654,HAYATİ DOĞAN,20082,FERDİ ULUDAĞ,20259,KUTLUHAN BİLGİÇ,96,YUSUF ZİYA ÖNİŞ,3602,SARIYER,3610,EYÜPSPOR,0,2"
"98,2006-08-20 18:00:00,Lig B Kademe (Profesyonel Takım),19534,YUSUF YILMAZ,20245,ÖZGÜR PİŞKİN,19434,ONUR GÖRDÜK,19512,İBRAHİM BÜLBÜL,146,MARMARİS İLÇE,59,MARMARİS BLD.GENÇLİKSPOR,129,TARSUS İDMAN YURDU,3,3"
"99,2006-08-20 18:00:00,Lig B Kademe (Profesyonel Takım),19149,MUSTAFA YILMAZ,19680,GÖKHAN ERCAN,20604,FEVZİ DEMİRHAN,20069,YAKUP NİYAZİ KUTLAY,138,TURGUTLU 7 EYLÜL,114,TURGUTLUSPOR,109,BUCASPOR,0,2"
"100,2006-08-20 18:00:00,Lig B Kademe (Profesyonel Takım),20242,MEHMET EFE,19720,MEHMET KARA,20852,MUSTAFA KÖSEOĞLU,20039,ÖZGÜR AYGÜN,33,NAZİLLİ İLÇE,91,NAZİLLİ BELEDİYESPOR,82,MUĞLASPOR,2,0"
